Subject,Status,Grade,ActualNumberRatio,Response_converted
69694af40a5fb63ed7b72849,CP,adult,1.333332857142857,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.333332857142857,1
5685ddee333cbd000c4e4cd7,CP,adult,1.3333333333333333,1
5e076480c4e1550e2114f006,CP,adult,1.033332857142857,0
69a77124e0bf5562416bbd50,CP,adult,1.02,1
676ae3e650a28a06d8486941,CP,adult,1.02,1
66c3366a3b5834b89124e85a,CP,adult,1.02,1
5b9e2f45f07414000105160b,CP,adult,1.033334,0
6978de0358edaccb1d2b58b6,CP,adult,1.0499999999999998,0
5dd2d8126ac608000a330132,CP,adult,1.033332857142857,0
5685ddee333cbd000c4e4cd7,CP,adult,1.033332857142857,1
69dfd6548334412db2f468cf,CP,adult,1.0333333333333334,1
69b2eaab584f6399e281f2ca,CP,adult,1.0499999999999998,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.02,1
69bc9120bf934fb513230785,CP,adult,1.02,1
573f3168d700ea000ff433a6,CP,adult,1.0333333333333334,0
61490f8d7e62aaaea93feaf4,CP,adult,1.3333333333333333,1
5b9e2f45f07414000105160b,CP,adult,1.025,1
5685ddee333cbd000c4e4cd7,CP,adult,1.25,1
5e076480c4e1550e2114f006,CP,adult,1.02,1
598f22af33481c000164d359,CP,adult,1.333332857142857,1
5ef52a87f04c781600ae4114,CP,adult,1.033332857142857,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.025,0
6995ebe917abe5d36a3b17e0,CP,adult,1.5,1
6571d21081e5b7f488282b0c,CP,adult,1.033332857142857,0
5d31dc6e42678e001a0bdedd,CP,adult,1.025,1
5b9e2f45f07414000105160b,CP,adult,1.02,1
5ec43020306f252ea5d83f6f,CP,adult,1.25,1
573f3168d700ea000ff433a6,CP,adult,1.0333333333333334,1
676ae3e650a28a06d8486941,CP,adult,1.033334,0
69443f6d432f063164327f8e,CP,adult,1.0333333333333334,0
69694af40a5fb63ed7b72849,CP,adult,1.05,1
69b2eaab584f6399e281f2ca,CP,adult,1.25,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.033332857142857,1
676ae3e650a28a06d8486941,CP,adult,1.333332857142857,0
5e076480c4e1550e2114f006,CP,adult,1.033332857142857,0
6317ff092d6b47344b7d1ec5,CP,adult,1.033334,0
6697f953a43613fe2f6a2883,CP,adult,1.5,0
60b8f2c365ec36a3395896b6,CP,adult,1.333332857142857,1
6978de0358edaccb1d2b58b6,CP,adult,1.02,1
69b2eaab584f6399e281f2ca,CP,adult,1.3333333333333333,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.05,1
5685ddee333cbd000c4e4cd7,CP,adult,1.25,1
573f3168d700ea000ff433a6,CP,adult,1.3333333333333333,1
5dd2d8126ac608000a330132,CP,adult,1.0333333333333334,0
69694af40a5fb63ed7b72849,CP,adult,1.025,0
69bc9120bf934fb513230785,CP,adult,1.02,1
676ae3e650a28a06d8486941,CP,adult,1.25,1
69b2eaab584f6399e281f2ca,CP,adult,1.5,1
60b8f2c365ec36a3395896b6,CP,adult,1.02,1
69dfd6548334412db2f468cf,CP,adult,1.05,1
5ef52a87f04c781600ae4114,CP,adult,1.333334,1
5d31dc6e42678e001a0bdedd,CP,adult,1.25,1
66c3366a3b5834b89124e85a,CP,adult,1.5,1
5cae6a77b38ea60016e54889,CP,adult,1.25,1
69bc9120bf934fb513230785,CP,adult,1.025,1
6697f953a43613fe2f6a2883,CP,adult,1.25,1
69dfd6548334412db2f468cf,CP,adult,1.0499999999999998,1
6995ebe917abe5d36a3b17e0,CP,adult,1.05,0
5fefefa4c9707d3516361c9c,CP,adult,1.05,0
5cae6a77b38ea60016e54889,CP,adult,1.025,0
69dd52eb4170af5eac4bd1e8,CP,adult,1.3333333333333333,1
5ec43020306f252ea5d83f6f,CP,adult,1.25,1
63af557b3d4f219c3226b7d6,CP,adult,1.05,1
5e076480c4e1550e2114f006,CP,adult,1.02,0
598f22af33481c000164d359,CP,adult,1.5,1
69a77124e0bf5562416bbd50,CP,adult,1.02,1
6697f953a43613fe2f6a2883,CP,adult,1.025,1
676ae3e650a28a06d8486941,CP,adult,1.05,0
5ec43020306f252ea5d83f6f,CP,adult,1.5,1
63af557b3d4f219c3226b7d6,CP,adult,1.333334,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.5,1
61490f8d7e62aaaea93feaf4,CP,adult,1.333332857142857,0
676ae3e650a28a06d8486941,CP,adult,1.02,1
69bc9120bf934fb513230785,CP,adult,1.025,0
69517812a9042b183ebc818f,CP,adult,1.025,1
66c3366a3b5834b89124e85a,CP,adult,1.25,0
598f22af33481c000164d359,CP,adult,1.0333333333333334,1
63af557b3d4f219c3226b7d6,CP,adult,1.033334,1
6317ff092d6b47344b7d1ec5,CP,adult,1.025,0
69dd52eb4170af5eac4bd1e8,CP,adult,1.025,0
5685ddee333cbd000c4e4cd7,CP,adult,1.025,1
61490f8d7e62aaaea93feaf4,CP,adult,1.05,0
598f22af33481c000164d359,CP,adult,1.333332857142857,1
5ec43020306f252ea5d83f6f,CP,adult,1.025,0
69dfd6548334412db2f468cf,CP,adult,1.333332857142857,1
6978de0358edaccb1d2b58b6,CP,adult,1.025,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.25,1
69dd84f43ecdf4763f2f3ce9,CP,adult,1.5,1
5fefefa4c9707d3516361c9c,CP,adult,1.025,0
66c3366a3b5834b89124e85a,CP,adult,1.25,1
69517812a9042b183ebc818f,CP,adult,1.033332857142857,0
6995ebe917abe5d36a3b17e0,CP,adult,1.333334,1
5b9e2f45f07414000105160b,CP,adult,1.05,0
69dd84f43ecdf4763f2f3ce9,CP,adult,1.5,1
6697f953a43613fe2f6a2883,CP,adult,1.5,1
598f22af33481c000164d359,CP,adult,1.02,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.25,1
61490f8d7e62aaaea93feaf4,CP,adult,1.25,1
69a77124e0bf5562416bbd50,CP,adult,1.05,0
573f3168d700ea000ff433a6,CP,adult,1.0499999999999998,1
5685ddee333cbd000c4e4cd7,CP,adult,1.033332857142857,1
6697f953a43613fe2f6a2883,CP,adult,1.333332857142857,1
5fefefa4c9707d3516361c9c,CP,adult,1.5,1
676ae3e650a28a06d8486941,CP,adult,1.02,0
5dd2d8126ac608000a330132,CP,adult,1.25,1
5ec43020306f252ea5d83f6f,CP,adult,1.025,0
69b2eaab584f6399e281f2ca,CP,adult,1.02,1
61490f8d7e62aaaea93feaf4,CP,adult,1.25,0
63af557b3d4f219c3226b7d6,CP,adult,1.02,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.25,1
69443f6d432f063164327f8e,CP,adult,1.05,0
598f22af33481c000164d359,CP,adult,1.025,0
573f3168d700ea000ff433a6,CP,adult,1.25,1
61490f8d7e62aaaea93feaf4,CP,adult,1.333332857142857,0
676ae3e650a28a06d8486941,CP,adult,1.02,1
66c3366a3b5834b89124e85a,CP,adult,1.25,1
6317ff092d6b47344b7d1ec5,CP,adult,1.333334,1
5fefefa4c9707d3516361c9c,CP,adult,1.02,1
6995ebe917abe5d36a3b17e0,CP,adult,1.025,1
63174af7d57182f9bf90c094,CP,adult,1.25,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.025,0
5d31dc6e42678e001a0bdedd,CP,adult,1.02,0
6978de0358edaccb1d2b58b6,CP,adult,1.033334,1
6317ff092d6b47344b7d1ec5,CP,adult,1.025,1
5dd2d8126ac608000a330132,CP,adult,1.033332857142857,0
69b2eaab584f6399e281f2ca,CP,adult,1.02,0
69694af40a5fb63ed7b72849,CP,adult,1.025,1
69a77124e0bf5562416bbd50,CP,adult,1.025,1
6978de0358edaccb1d2b58b6,CP,adult,1.025,0
5e076480c4e1550e2114f006,CP,adult,1.025,0
5fefefa4c9707d3516361c9c,CP,adult,1.333332857142857,0
63174af7d57182f9bf90c094,CP,adult,1.02,0
5d31dc6e42678e001a0bdedd,CP,adult,1.5,1
5b9e2f45f07414000105160b,CP,adult,1.25,1
69517812a9042b183ebc818f,CP,adult,1.25,1
573f3168d700ea000ff433a6,CP,adult,1.033334,1
69a77124e0bf5562416bbd50,CP,adult,1.033334,1
5fefefa4c9707d3516361c9c,CP,adult,1.0499999999999998,1
69694af40a5fb63ed7b72849,CP,adult,1.02,0
5ef52a87f04c781600ae4114,CP,adult,1.02,0
69443f6d432f063164327f8e,CP,adult,1.5,1
60b8f2c365ec36a3395896b6,CP,adult,1.25,1
69517812a9042b183ebc818f,CP,adult,1.025,0
69694af40a5fb63ed7b72849,CP,adult,1.025,0
60ff186560b3d8631d11f5f7,CP,adult,1.5,1
66c3366a3b5834b89124e85a,CP,adult,1.25,1
69dfd6548334412db2f468cf,CP,adult,1.025,0
5fefefa4c9707d3516361c9c,CP,adult,1.025,1
573f3168d700ea000ff433a6,CP,adult,1.025,0
69443f6d432f063164327f8e,CP,adult,1.3333333333333333,1
63174af7d57182f9bf90c094,CP,adult,1.25,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.0333333333333334,0
5685ddee333cbd000c4e4cd7,CP,adult,1.5,1
60b8f2c365ec36a3395896b6,CP,adult,1.025,0
61490f8d7e62aaaea93feaf4,CP,adult,1.5,0
69dfd6548334412db2f468cf,CP,adult,1.333334,1
60ff186560b3d8631d11f5f7,CP,adult,1.02,1
6995ebe917abe5d36a3b17e0,CP,adult,1.5,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.333332857142857,1
5ef52a87f04c781600ae4114,CP,adult,1.25,1
5dd2d8126ac608000a330132,CP,adult,1.05,0
63af557b3d4f219c3226b7d6,CP,adult,1.025,1
69443f6d432f063164327f8e,CP,adult,1.25,1
60ff186560b3d8631d11f5f7,CP,adult,1.05,1
61490f8d7e62aaaea93feaf4,CP,adult,1.25,0
63174af7d57182f9bf90c094,CP,adult,1.02,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.0333333333333334,1
69517812a9042b183ebc818f,CP,adult,1.5,1
5fefefa4c9707d3516361c9c,CP,adult,1.025,1
6317ff092d6b47344b7d1ec5,CP,adult,1.025,0
69443f6d432f063164327f8e,CP,adult,1.025,0
6995ebe917abe5d36a3b17e0,CP,adult,1.5,1
63174af7d57182f9bf90c094,CP,adult,1.25,1
6978de0358edaccb1d2b58b6,CP,adult,1.02,0
5fefefa4c9707d3516361c9c,CP,adult,1.333334,1
69517812a9042b183ebc818f,CP,adult,1.5,1
6571d21081e5b7f488282b0c,CP,adult,1.033334,1
5685ddee333cbd000c4e4cd7,CP,adult,1.02,0
5ef52a87f04c781600ae4114,CP,adult,1.5,1
67d1f6824f74bd16996512c0,CP,adult,1.05,0
5d31dc6e42678e001a0bdedd,CP,adult,1.3333333333333333,1
61490f8d7e62aaaea93feaf4,CP,adult,1.3333333333333333,1
5fefefa4c9707d3516361c9c,CP,adult,1.033334,0
5b9e2f45f07414000105160b,CP,adult,1.3333333333333333,1
69443f6d432f063164327f8e,CP,adult,1.0333333333333334,0
598f22af33481c000164d359,CP,adult,1.025,0
69dfd6548334412db2f468cf,CP,adult,1.25,1
63af557b3d4f219c3226b7d6,CP,adult,1.5,1
67d1f6824f74bd16996512c0,CP,adult,1.02,1
5b9e2f45f07414000105160b,CP,adult,1.25,0
676ae3e650a28a06d8486941,CP,adult,1.5,1
69517812a9042b183ebc818f,CP,adult,1.5,1
69a77124e0bf5562416bbd50,CP,adult,1.05,0
69bc9120bf934fb513230785,CP,adult,1.05,0
69dd52eb4170af5eac4bd1e8,CP,adult,1.025,1
676ae3e650a28a06d8486941,CP,adult,1.033332857142857,0
598f22af33481c000164d359,CP,adult,1.0499999999999998,1
63af557b3d4f219c3226b7d6,CP,adult,1.25,1
5e076480c4e1550e2114f006,CP,adult,1.02,0
5685ddee333cbd000c4e4cd7,CP,adult,1.0499999999999998,1
5ef52a87f04c781600ae4114,CP,adult,1.025,0
69dd52eb4170af5eac4bd1e8,CP,adult,1.05,0
5d31dc6e42678e001a0bdedd,CP,adult,1.025,1
69dfd6548334412db2f468cf,CP,adult,1.25,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.25,1
676ae3e650a28a06d8486941,CP,adult,1.025,0
5ec43020306f252ea5d83f6f,CP,adult,1.033332857142857,1
69443f6d432f063164327f8e,CP,adult,1.02,1
6317ff092d6b47344b7d1ec5,CP,adult,1.025,1
598f22af33481c000164d359,CP,adult,1.025,1
69bc9120bf934fb513230785,CP,adult,1.05,1
6978de0358edaccb1d2b58b6,CP,adult,1.025,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.033334,0
5ec43020306f252ea5d83f6f,CP,adult,1.25,1
573f3168d700ea000ff433a6,CP,adult,1.25,1
69a77124e0bf5562416bbd50,CP,adult,1.033334,1
676ae3e650a28a06d8486941,CP,adult,1.02,0
63174af7d57182f9bf90c094,CP,adult,1.02,0
5ef52a87f04c781600ae4114,CP,adult,1.02,1
5d31dc6e42678e001a0bdedd,CP,adult,1.05,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.02,0
5e076480c4e1550e2114f006,CP,adult,1.02,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.5,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.02,0
60ff186560b3d8631d11f5f7,CP,adult,1.02,0
63af557b3d4f219c3226b7d6,CP,adult,1.05,0
5fefefa4c9707d3516361c9c,CP,adult,1.05,1
67d1f6824f74bd16996512c0,CP,adult,1.0499999999999998,1
5ec43020306f252ea5d83f6f,CP,adult,1.25,1
69517812a9042b183ebc818f,CP,adult,1.5,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.333332857142857,1
6978de0358edaccb1d2b58b6,CP,adult,1.033332857142857,1
5b9e2f45f07414000105160b,CP,adult,1.0333333333333334,1
69b2eaab584f6399e281f2ca,CP,adult,1.25,1
69bc9120bf934fb513230785,CP,adult,1.05,0
69dfd6548334412db2f468cf,CP,adult,1.0333333333333334,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.033332857142857,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.025,0
67d1f6824f74bd16996512c0,CP,adult,1.0333333333333334,1
69694af40a5fb63ed7b72849,CP,adult,1.25,1
5e076480c4e1550e2114f006,CP,adult,1.05,1
5fefefa4c9707d3516361c9c,CP,adult,1.25,1
69dfd6548334412db2f468cf,CP,adult,1.25,1
6978de0358edaccb1d2b58b6,CP,adult,1.025,0
60ff186560b3d8631d11f5f7,CP,adult,1.5,1
598f22af33481c000164d359,CP,adult,1.025,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.02,1
5685ddee333cbd000c4e4cd7,CP,adult,1.3333333333333333,1
6995ebe917abe5d36a3b17e0,CP,adult,1.05,1
60b8f2c365ec36a3395896b6,CP,adult,1.025,0
573f3168d700ea000ff433a6,CP,adult,1.025,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.033334,0
5dd2d8126ac608000a330132,CP,adult,1.5,1
5ec43020306f252ea5d83f6f,CP,adult,1.033334,1
69694af40a5fb63ed7b72849,CP,adult,1.05,0
69bc9120bf934fb513230785,CP,adult,1.033332857142857,0
598f22af33481c000164d359,CP,adult,1.05,0
60b8f2c365ec36a3395896b6,CP,adult,1.5,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.033334,1
63af557b3d4f219c3226b7d6,CP,adult,1.033332857142857,0
61490f8d7e62aaaea93feaf4,CP,adult,1.5,1
69694af40a5fb63ed7b72849,CP,adult,1.5,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.05,1
63174af7d57182f9bf90c094,CP,adult,1.025,1
6995ebe917abe5d36a3b17e0,CP,adult,1.0333333333333334,0
69dfd6548334412db2f468cf,CP,adult,1.25,1
60ff186560b3d8631d11f5f7,CP,adult,1.025,1
69694af40a5fb63ed7b72849,CP,adult,1.025,0
6612d5d5abf4df0d84f44b3e,CP,adult,1.25,1
5685ddee333cbd000c4e4cd7,CP,adult,1.025,0
6317ff092d6b47344b7d1ec5,CP,adult,1.0499999999999998,0
61490f8d7e62aaaea93feaf4,CP,adult,1.25,1
69bc9120bf934fb513230785,CP,adult,1.033332857142857,1
6995ebe917abe5d36a3b17e0,CP,adult,1.05,1
573f3168d700ea000ff433a6,CP,adult,1.05,1
5fefefa4c9707d3516361c9c,CP,adult,1.0333333333333334,0
5ec43020306f252ea5d83f6f,CP,adult,1.02,0
598f22af33481c000164d359,CP,adult,1.05,0
69443f6d432f063164327f8e,CP,adult,1.25,1
60b8f2c365ec36a3395896b6,CP,adult,1.25,1
5d31dc6e42678e001a0bdedd,CP,adult,1.02,0
69694af40a5fb63ed7b72849,CP,adult,1.5,1
6995ebe917abe5d36a3b17e0,CP,adult,1.25,1
69bc9120bf934fb513230785,CP,adult,1.02,0
61490f8d7e62aaaea93feaf4,CP,adult,1.333334,1
69443f6d432f063164327f8e,CP,adult,1.3333333333333333,1
5d31dc6e42678e001a0bdedd,CP,adult,1.02,1
69a77124e0bf5562416bbd50,CP,adult,1.02,0
61490f8d7e62aaaea93feaf4,CP,adult,1.0499999999999998,1
5ef52a87f04c781600ae4114,CP,adult,1.25,1
5e076480c4e1550e2114f006,CP,adult,1.025,1
60ff186560b3d8631d11f5f7,CP,adult,1.25,0
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.025,1
5685ddee333cbd000c4e4cd7,CP,adult,1.025,0
63174af7d57182f9bf90c094,CP,adult,1.02,1
69a77124e0bf5562416bbd50,CP,adult,1.5,1
5ec43020306f252ea5d83f6f,CP,adult,1.0499999999999998,1
69b2eaab584f6399e281f2ca,CP,adult,1.5,1
5d31dc6e42678e001a0bdedd,CP,adult,1.025,1
69517812a9042b183ebc818f,CP,adult,1.05,1
5dd2d8126ac608000a330132,CP,adult,1.5,1
5ec43020306f252ea5d83f6f,CP,adult,1.25,1
5ef52a87f04c781600ae4114,CP,adult,1.02,1
5d31dc6e42678e001a0bdedd,CP,adult,1.02,0
69b2eaab584f6399e281f2ca,CP,adult,1.0499999999999998,1
5b9e2f45f07414000105160b,CP,adult,1.25,1
69dfd6548334412db2f468cf,CP,adult,1.5,1
61490f8d7e62aaaea93feaf4,CP,adult,1.5,0
676ae3e650a28a06d8486941,CP,adult,1.3333333333333333,1
573f3168d700ea000ff433a6,CP,adult,1.5,1
60ff186560b3d8631d11f5f7,CP,adult,1.0499999999999998,1
69b2eaab584f6399e281f2ca,CP,adult,1.25,1
69a77124e0bf5562416bbd50,CP,adult,1.033332857142857,0
5b9e2f45f07414000105160b,CP,adult,1.033334,0
5e076480c4e1550e2114f006,CP,adult,1.025,0
573f3168d700ea000ff433a6,CP,adult,1.25,1
5dd2d8126ac608000a330132,CP,adult,1.025,1
60b8f2c365ec36a3395896b6,CP,adult,1.25,1
676ae3e650a28a06d8486941,CP,adult,1.02,1
69b2eaab584f6399e281f2ca,CP,adult,1.5,1
63af557b3d4f219c3226b7d6,CP,adult,1.025,1
5e076480c4e1550e2114f006,CP,adult,1.0499999999999998,0
69517812a9042b183ebc818f,CP,adult,1.5,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.0333333333333334,0
60b8f2c365ec36a3395896b6,CP,adult,1.3333333333333333,1
5dd2d8126ac608000a330132,CP,adult,1.333332857142857,1
69b2eaab584f6399e281f2ca,CP,adult,1.25,1
69694af40a5fb63ed7b72849,CP,adult,1.02,0
6978de0358edaccb1d2b58b6,CP,adult,1.033332857142857,0
5685ddee333cbd000c4e4cd7,CP,adult,1.02,1
63174af7d57182f9bf90c094,CP,adult,1.25,1
573f3168d700ea000ff433a6,CP,adult,1.033334,0
5ef52a87f04c781600ae4114,CP,adult,1.025,1
5b9e2f45f07414000105160b,CP,adult,1.033332857142857,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.02,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.5,1
69dfd6548334412db2f468cf,CP,adult,1.5,1
63174af7d57182f9bf90c094,CP,adult,1.02,1
69694af40a5fb63ed7b72849,CP,adult,1.25,1
5fefefa4c9707d3516361c9c,CP,adult,1.5,1
5ec43020306f252ea5d83f6f,CP,adult,1.025,0
69517812a9042b183ebc818f,CP,adult,1.25,1
5dd2d8126ac608000a330132,CP,adult,1.05,1
573f3168d700ea000ff433a6,CP,adult,1.02,1
598f22af33481c000164d359,CP,adult,1.033334,1
69bc9120bf934fb513230785,CP,adult,1.05,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.5,1
5685ddee333cbd000c4e4cd7,CP,adult,1.033332857142857,1
573f3168d700ea000ff433a6,CP,adult,1.025,0
67d1f6824f74bd16996512c0,CP,adult,1.025,1
69dfd6548334412db2f468cf,CP,adult,1.02,1
61490f8d7e62aaaea93feaf4,CP,adult,1.5,1
69dfd6548334412db2f468cf,CP,adult,1.025,0
676ae3e650a28a06d8486941,CP,adult,1.0333333333333334,1
69b2eaab584f6399e281f2ca,CP,adult,1.25,1
5dd2d8126ac608000a330132,CP,adult,1.0333333333333334,0
5e076480c4e1550e2114f006,CP,adult,1.0333333333333334,0
598f22af33481c000164d359,CP,adult,1.333332857142857,1
5685ddee333cbd000c4e4cd7,CP,adult,1.025,0
573f3168d700ea000ff433a6,CP,adult,1.0499999999999998,1
60b8f2c365ec36a3395896b6,CP,adult,1.0499999999999998,1
6995ebe917abe5d36a3b17e0,CP,adult,1.333334,1
6629658113ec221fd75635bb,CP,adult,1.033332857142857,0
598f22af33481c000164d359,CP,adult,1.5,1
69443f6d432f063164327f8e,CP,adult,1.5,1
5d31dc6e42678e001a0bdedd,CP,adult,1.333334,1
6571d21081e5b7f488282b0c,CP,adult,1.033332857142857,0
6629658113ec221fd75635bb,CP,adult,1.5,1
6995ebe917abe5d36a3b17e0,CP,adult,1.333332857142857,1
60b8f2c365ec36a3395896b6,CP,adult,1.033334,1
5b9e2f45f07414000105160b,CP,adult,1.025,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.025,1
69443f6d432f063164327f8e,CP,adult,1.02,1
63174af7d57182f9bf90c094,CP,adult,1.05,1
6629658113ec221fd75635bb,CP,adult,1.25,0
5e076480c4e1550e2114f006,CP,adult,1.5,1
69694af40a5fb63ed7b72849,CP,adult,1.5,1
5685ddee333cbd000c4e4cd7,CP,adult,1.05,1
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.025,0
6978de0358edaccb1d2b58b6,CP,adult,1.025,0
69dfd6548334412db2f468cf,CP,adult,1.02,0
5ec43020306f252ea5d83f6f,CP,adult,1.3333333333333333,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.3333333333333333,1
5fefefa4c9707d3516361c9c,CP,adult,1.02,0
5ffc9acaaacffc0cb55ba3ab,CP,adult,1.025,0
67d1f6824f74bd16996512c0,CP,adult,1.025,1
598f22af33481c000164d359,CP,adult,1.5,1
69dfd6548334412db2f468cf,CP,adult,1.033332857142857,1
6978de0358edaccb1d2b58b6,CP,adult,1.0333333333333334,1
6995ebe917abe5d36a3b17e0,CP,adult,1.3333333333333333,1
5ee5defbfe74a3000d106f51,CP,adult,1.25,1
69bc9120bf934fb513230785,CP,adult,1.5,1
63ed0392b8b24c34aaf26310,CP,adult,1.02,0
5b0710e7a84dcf0001beee8a,CP,adult,1.025,1
698d20a041b53d5f1d94a807,CP,adult,1.033332857142857,0
5c2bb9cc8c35040001a59dde,CP,adult,1.333332857142857,1
69d5801af14cddbf0b60b59d,CP,adult,1.0333333333333334,1
646e4572cbed17f6bbacec12,CP,adult,1.033334,1
593871d4536c28000168c04c,CP,adult,1.5,1
69921bde43e69fd5d60ea256,CP,adult,1.025,1
65cb86a7e667e637599a3af3,CP,adult,1.25,0
5edeea354d54cb1a825aa8f9,CP,adult,1.3333333333333333,1
5b4991de56e0140001acb76b,CP,adult,1.02,1
6053e01a6a8e8516ba7d47a7,CP,adult,1.025,1
5ee5defbfe74a3000d106f51,CP,adult,1.25,1
63174af7d57182f9bf90c094,CP,adult,1.033332857142857,0
6629658113ec221fd75635bb,CP,adult,1.3333333333333333,1
5fefefa4c9707d3516361c9c,CP,adult,1.25,0
5d31dc6e42678e001a0bdedd,CP,adult,1.02,1
69bc9120bf934fb513230785,CP,adult,1.5,1
573f3168d700ea000ff433a6,CP,adult,1.033334,1
69443f6d432f063164327f8e,CP,adult,1.033332857142857,0
6629658113ec221fd75635bb,CP,adult,1.5,1
5dd2d8126ac608000a330132,CP,adult,1.0499999999999998,1
5d31dc6e42678e001a0bdedd,CP,adult,1.0499999999999998,0
69a77124e0bf5562416bbd50,CP,adult,1.025,1
5b9e2f45f07414000105160b,CP,adult,1.5,1
6612d5d5abf4df0d84f44b3e,CP,adult,1.025,1
60b8f2c365ec36a3395896b6,CP,adult,1.025,0
69dd52eb4170af5eac4bd1e8,CP,adult,1.05,0
5b0710e7a84dcf0001beee8a,CP,adult,1.02,0
69333a16814ace7f717a154c,CP,adult,1.05,0
6571d21081e5b7f488282b0c,CP,adult,1.333334,1
5e076480c4e1550e2114f006,CP,adult,1.333332857142857,1
69ccd28a681130791ee609f3,CP,adult,1.05,0
58584aa98604ae000165e633,CP,adult,1.025,1
63174af7d57182f9bf90c094,CP,adult,1.3333333333333333,1
62c4d5821033848c1dc3667b,CP,adult,1.0333333333333334,1
5b0710e7a84dcf0001beee8a,CP,adult,1.5,1
69d646c077f60a3e2654356b,CP,adult,1.5,1
646e4572cbed17f6bbacec12,CP,adult,1.025,0
698d20a041b53d5f1d94a807,CP,adult,1.333332857142857,1
5ee5defbfe74a3000d106f51,CP,adult,1.02,1
63174af7d57182f9bf90c094,CP,adult,1.033332857142857,1
69bc9120bf934fb513230785,CP,adult,1.5,1
5b4991de56e0140001acb76b,CP,adult,1.02,1
66a926551ab3748f5d5348aa,CP,adult,1.0499999999999998,0
6053e01a6a8e8516ba7d47a7,CP,adult,1.02,0
67d1f6824f74bd16996512c0,CP,adult,1.033332857142857,1
63ed0392b8b24c34aaf26310,CP,adult,1.033334,1
67a6c90646c86497e696b432,CP,adult,1.033332857142857,1
698d20a041b53d5f1d94a807,CP,adult,1.033334,1
69d5801af14cddbf0b60b59d,CP,adult,1.25,1
69a6dcc891788001618382c4,CP,adult,1.05,0
69333a16814ace7f717a154c,CP,adult,1.25,1
65cb86a7e667e637599a3af3,CP,adult,1.0499999999999998,1
69e1854db4ea42aaa31d6448,CP,adult,1.333334,1
6629497a938b0963356f7002,CP,adult,1.033334,1
5dd2d8126ac608000a330132,CP,adult,1.3333333333333333,1
69ccd28a681130791ee609f3,CP,adult,1.25,1
69a6dcc891788001618382c4,CP,adult,1.333332857142857,1
6629658113ec221fd75635bb,CP,adult,1.0499999999999998,0
5e20add2c4cd040512b39d63,CP,adult,1.033332857142857,0
6978de0358edaccb1d2b58b6,CP,adult,1.05,0
69333a16814ace7f717a154c,CP,adult,1.3333333333333333,1
67d1f6824f74bd16996512c0,CP,adult,1.025,0
6562177a48308eebbb6359ea,CP,adult,1.05,1
60dfd857e293a99dd577f4c8,CP,adult,1.5,1
62cbf51439a76e8fccd8a495,CP,adult,1.3333333333333333,1
69a77124e0bf5562416bbd50,CP,adult,1.033334,1
69dd52eb4170af5eac4bd1e8,CP,adult,1.0499999999999998,0
69517812a9042b183ebc818f,CP,adult,1.5,1
63174af7d57182f9bf90c094,CP,adult,1.05,1
5e076480c4e1550e2114f006,CP,adult,1.02,1
60ff186560b3d8631d11f5f7,CP,adult,1.333332857142857,1
573f3168d700ea000ff433a6,CP,adult,1.025,0
69b2eaab584f6399e281f2ca,CP,adult,1.02,1
69517812a9042b183ebc818f,CP,adult,1.333334,1
63174af7d57182f9bf90c094,CP,adult,1.025,1
5d31dc6e42678e001a0bdedd,CP,adult,1.5,1
5e076480c4e1550e2114f006,CP,adult,1.033334,0
573f3168d700ea000ff433a6,CP,adult,1.025,0
698d20a041b53d5f1d94a807,CP,adult,1.025,1
